0,0,0
600,8,0
602,0,0
800,4,0
802,0,0
900,8,0
902,0,0
1420,130,66
1432,128,64
1444,130,66
1456,2,2
1468,66,130
1480,64,128
1492,66,130
1504,2,2
1516,130,66
1528,128,64
1540,130,66
1552,2,2
1564,66,130
1576,64,128
1588,66,130
1600,2,2
1612,130,66
1624,128,64
1636,130,66
1648,2,2
1660,66,130
1672,64,128
1684,66,130
1696,2,2
1708,130,66
1720,128,64
1732,130,66
1744,2,2
1756,66,130
1768,64,128
1780,66,130
1792,2,2
1804,130,66
1816,128,64
1828,130,66
1840,2,2
1852,66,130
1864,64,128
1876,66,130
1888,2,2
1900,130,66
1912,128,64
1924,130,66
1936,2,2
1948,66,130
1960,64,128
1972,66,130
1984,2,2
1996,130,66
2001,129,65
2013,131,64
2023,2,2
2043,65,129
2047,131,67
2063,129,65
2087,1,130
2095,130,66
2119,130,66
2129,130,66
2149,131,67
2159,2,2
2175,1,2
2177,64,67
2193,0,129
2217,129,129
2227,65,65
2251,64,2
2257,64,128
2267,1,67
2273,2,131
2297,0,131
2321,0,2
2345,64,65
2357,129,0
2381,65,129
2401,0,65
2417,1,65
2425,128,1
2455,64,2
2479,2,129
2503,2,129
2519,64,67
2523,0,129
2547,2,1
2577,128,3
2583,64,0
2593,2,3
2605,0,131
2615,0,0
2621,64,65
2627,64,3
2633,0,3
2639,129,2
2651,64,1
2659,1,130
2669,0,129
2679,0,1
2691,2,130
2699,64,131
2703,0,66
2715,128,131
2723,0,67
2747,129,0
2763,64,2
2771,0,3
2783,2,131
2789,0,128
2799,65,3
2819,1,65
2829,1,65
2837,65,3
2841,0,3
2851,64,2
2855,129,2
2865,65,129
2889,64,66
2919,0,66
2943,0,67
2967,0,128
2979,2,2
2987,65,3
3011,0,64
3031,65,128
3041,0,67
3061,0,2
3091,128,67
3095,0,2
3101,128,66
3113,0,131
3117,2,67
3129,65,64
3159,128,1
3163,64,129
3171,0,0
3181,1,1
3189,129,130
3213,128,131
3221,64,67
3245,0,66
3275,1,3
3281,0,131
3291,1,65
3321,65,2
3337,2,66
3353,65,2
3361,128,66
3377,2,0
3397,0,67
3421,65,67
3427,129,130
3433,0,1
3449,1,65
3455,128,128
3479,2,67
3509,65,65
3517,0,0
3537,1,65
3553,0,3
3569,128,64
3589,0,0
3605,64,131
3611,65,130
3635,128,3
3651,128,67
3667,65,3
3673,0,67
3681,2,67
3701,0,2
3709,2,3
3725,0,65
3745,1,3
3761,128,1
3769,0,65
3779,64,65
3783,64,65
3803,0,3
3811,129,0
3815,65,130
3821,0,129
3851,128,131
3871,1,129
3879,1,130
3889,64,3
3919,128,67
3927,129,128
3939,0,65
3959,64,64
3979,65,3
3991,65,2
4021,2,67
4041,1,67
4061,0,129
4081,128,131
4101,64,129
4105,2,2
4115,65,131
4123,1,131
4133,65,3
4157,0,128
4167,64,67
4197,0,128
4227,0,130
4251,129,131
4271,65,129
4277,64,3
4281,0,131
4305,128,0
4313,64,67
4329,2,67
4345,1,65
4357,65,2
4361,64,65
4391,129,3
4415,0,67
4435,1,67
4455,0,67
4461,64,128
4471,1,131
4495,65,67
4519,0,65
4527,1,0
4543,64,128
4573,128,65
4603,129,3
4623,129,131
4653,64,66
4673,1,130
4689,0,131
4701,0,129
4725,0,1
4755,65,65
4767,0,64
4783,65,2
4787,2,66
4793,0,67
4801,128,2
4805,64,65
4825,0,3
4841,128,67
4847,65,65
4859,65,65
4883,65,67
4891,128,2
4901,1,129
4925,2,129
4955,2,130
4963,0,2
4967,1,65
4983,2,129
4999,0,131
5019,129,64
5035,0,3
5051,0,64
5071,64,128
5077,0,66
5107,129,129
5111,129,2
5123,0,2
5147,0,65
5159,0,2
5167,129,65
5183,128,3
5207,65,131
5211,2,131
5227,129,129
5251,0,67
5263,0,2
5273,0,0
5293,0,3
5323,2,2
5353,0,66
5365,2,3
5381,0,65
5405,0,129
5417,64,128
5421,0,3
5427,0,2
5447,0,3
5463,65,65
5471,128,2
5481,0,67
5497,64,67
5500,0,0
