0,0,0
600,8,0
602,0,0
800,4,0
802,0,0
850,4,0
852,0,0
900,4,0
902,0,0
950,4,0
952,0,0
1000,8,0
1002,0,0
1500,32,0
1502,0,0
1505,128,0
1507,0,0
1510,32,0
1512,0,0
1515,128,0
1517,0,0
1520,128,0
1522,0,0
1525,128,0
1527,0,0
1530,32,0
1532,0,0
1650,8,0
1652,0,0
1750,4,0
1752,0,0
1780,4,0
1782,0,0
1810,4,0
1812,0,0
1850,8,0
1852,0,0
2100,8,0
2102,0,0
2400,130,66
2412,128,64
2424,130,66
2436,2,2
2448,66,130
2460,64,128
2472,66,130
2484,2,2
2496,130,66
2508,128,64
2520,130,66
2532,2,2
2544,66,130
2556,64,128
2568,66,130
2580,2,2
2592,130,66
2604,128,64
2616,130,66
2628,2,2
2640,66,130
2652,64,128
2664,66,130
2676,2,2
2688,130,66
2700,128,64
2712,130,66
2724,2,2
2736,66,130
2748,64,128
2760,66,130
2772,2,2
2784,130,66
2796,128,64
2808,130,66
2820,2,2
2832,66,130
2844,64,128
2856,66,130
2868,2,2
2880,130,66
2892,128,64
2904,130,66
2916,2,2
2928,66,130
2940,64,128
2952,66,130
2964,2,2
2976,130,66
2988,128,64
3000,130,66
3012,2,2
3024,66,130
3036,64,128
3048,66,130
3060,2,2
3072,130,66
3084,128,64
3096,130,66
3108,2,2
3120,66,130
3132,64,128
3144,66,130
3156,2,2
3168,130,66
3180,128,64
3192,130,66
3204,2,2
3216,66,130
3228,64,128
3240,66,130
3252,2,2
3264,130,66
3276,128,64
3288,130,66
3300,2,2
3312,66,130
3324,64,128
3336,66,130
3348,2,2
3360,130,66
3372,128,64
3384,130,66
3396,2,2
3408,66,130
3420,64,128
3432,66,130
3444,2,2
3456,130,66
3468,128,64
3480,130,66
3492,2,2
3504,66,130
3516,64,128
3528,66,130
3540,2,2
3552,130,66
3564,128,64
3576,130,66
3588,2,2
3600,66,130
3612,64,128
3624,66,130
3636,2,2
3648,130,66
3660,128,64
3672,130,66
3684,2,2
3696,66,130
3708,64,128
3720,66,130
3732,2,2
3744,130,66
3756,128,64
3768,130,66
3780,2,2
3792,66,130
3804,64,128
3816,66,130
3828,2,2
3840,130,66
3852,128,64
3864,130,66
3876,2,2
3888,66,130
3900,64,128
3912,66,130
3924,2,2
3936,130,66
3948,128,64
3960,130,66
