0,0,0
600,8,0
602,0,0
800,4,0
802,0,0
900,8,0
902,0,0
1420,130,66
1432,128,64
1438,130,66
1442,128,64
1444,130,66
1456,2,2
1468,66,130
1480,64,128
1492,66,130
1504,2,2
1516,130,66
1532,128,64
1540,130,66
1552,2,2
1564,66,130
1576,64,128
1582,66,130
1586,64,128
1588,66,130
1600,2,2
1612,130,66
1624,128,64
1636,130,66
1648,2,2
1660,66,130
1676,64,128
1684,66,130
1696,2,2
1708,130,66
1720,128,64
1726,130,66
1730,128,64
1732,130,66
1744,2,2
1756,66,130
1768,64,128
1780,66,130
1792,2,2
1804,130,66
1820,128,64
1828,130,66
1840,2,2
1852,66,130
1864,64,128
1870,66,130
1874,64,128
1876,66,130
1888,2,2
1900,130,66
1912,128,64
1924,130,66
1936,2,2
1948,66,130
1964,64,128
1972,66,130
1984,2,2
1996,130,66
2001,129,65
2013,131,64
2014,131,66
2018,131,64
2023,2,2
2043,65,129
2047,131,67
2063,129,65
2068,131,67
2072,129,65
2086,131,67
2087,3,130
2090,1,130
2095,130,66
2149,131,67
2159,2,2
2175,1,2
2176,3,2
2177,66,67
2180,64,67
2193,0,129
2194,2,131
2198,0,129
2212,2,131
2216,0,129
2217,129,129
2227,65,65
2230,67,67
2234,65,65
2248,67,67
2251,66,2
2252,64,2
2257,64,128
2266,66,130
2267,3,67
2270,1,67
2273,2,131
2297,0,131
2302,2,131
2306,0,131
2320,2,131
2321,2,2
2324,0,2
2338,2,2
2342,0,2
2345,64,65
2356,66,67
2357,131,2
2360,129,0
2374,131,2
2378,129,0
2381,65,129
2392,67,131
2396,65,129
2401,0,65
2410,2,67
2414,0,65
2417,1,65
2425,128,1
2428,130,3
2432,128,1
2446,130,3
2450,128,1
2455,64,2
2464,66,2
2468,64,2
2479,2,129
2482,2,131
2486,2,129
2500,2,131
2504,2,129
2518,2,131
2519,66,67
2522,64,67
2523,0,129
2536,2,131
2540,0,129
2547,2,1
2554,2,3
2558,2,1
2572,2,3
2576,2,1
2577,128,3
2583,64,0
2590,66,2
2593,2,3
2605,0,131
2608,2,131
2612,0,131
2615,0,0
2621,64,65
2626,66,67
2627,66,3
2630,64,3
2633,0,3
2639,129,2
2644,131,2
2648,129,2
2651,64,1
2659,1,130
2662,3,130
2666,1,130
2669,0,129
2679,0,1
2680,2,3
